Course ID,Section,Date,Professor,Professor Score,Difficulty
ENGL 13000,0,Winter 2016,"Kathryn Cochran,Lawrence McEnerney,Tracy Weiner",7.7107929587103300,7.54
ENGL 13000,1,Spring 2017,"Kathryn Cochran,Lawrence McEnerney,Tracy Weiner",7.343929321097050,5.32
ENGL 13000,1,Winter 2017,"Kathryn Cochran,Lawrence McEnerney,Tracy Weiner",7.437625968452250,7.40
ENGL 13000,9,(2176) Summer 2017,"Kathryn Cochran,Tracy Weiner",5.0259494751577600,7.67
ENGL 13000,9,(2156) Summer 2015,"Kathryn Cochran,Tracy Weiner",6.010914890629080,9.00
HIPS 18400,1,Winter 2021,Robert Richards,7.400011292232040,N/A
HIPS 18400,1,Autumn 2019,Robert Richards,9.634000000000000,N/A
NEHC 20417,1,Winter 2017,Herve Reculeau,9.13111111111111,5.38
ENST 23321,1,Winter 2021,Eufemia Baldassarre,10.0,N/A
MATH 20700,3,Autumn 2020,Andre Neves,8.970784421532930,N/A
MATH 20700,3,Autumn 2015,Panagiotis Souganidis,5.483046186748720,22.93
MATH 20700,3,Autumn 2019,Andre Neves,9.718,N/A
CHEM 20200,1,Spring 2020,John Anderson,7.311636445319180,N/A
CHEM 20200,1,Spring 2015,Richard F Jordan,9.423333333333330,6.96
CHEM 20200,1,Spring 2016,Richard F Jordan,7.839250171144960,9.79
CHEM 20200,1,Spring 2017,Richard F Jordan,7.309377460208800,7.25
ANTH 25322,1,Winter 2021,Natalja Czarnecki,9.64,N/A
MATH 21200,1,Autumn 2014,L Ridgway Scott,6.843250265661040,8.75
MATH 21200,1,Autumn 2015,Todd Dupont,8.286073529792920,7.30
MATH 21200,1,Autumn 2016,L Ridgway Scott,8.983333333333330,5.71
CRWR 29300,1,Winter 2015,John Wilkinson,9.75125,7.33
CRWR 29300,1,Winter 2017,Srikanth Reddy,5.067167322698710,4.00
CRWR 29300,1,Winter 2020,Srikanth Reddy,8.666016876225080,N/A
PSYC 20400,0,Spring 2015,Marc Berman,7.769273051854540,4.98
PSYC 20400,0,Spring 2016,Marc Berman,9.636666666666670,4.92
PSYC 20400,1,Spring 2017,Marc Berman,8.0924183060383,5.22
PSYC 20400,1,Spring 2020,Monica Rosenberg,8.026653754437780,N/A
PSYC 20400,9,(2166) Summer 2016,Hye Sang Chang,4.488668418132450,13.50
ECON 28000,1,Spring 2020,Michael Dinerstein,6.513361878261980,N/A
ECON 28000,1,Winter 2015,Gaurab Aryal,4.706470774965730,8.29
ECON 28000,1,Winter 2016,Michael Dinerstein,8.48195318887074,4.39
ECON 28000,1,Winter 2017,Michael Dinerstein,8.808305369494500,5.50
ECON 28000,2,Spring 2020,Michael Dinerstein,8.43997778262512,N/A
ECON 28000,2,Winter 2017,Michael Dinerstein,9.634444444444450,4.76
ARCH 28602,1,Spring 2020,Marynia Kolak,9.756,N/A
STAT 24510,1,Winter 2018,Michael L Stein,9.568333333333330,8.74
STAT 24510,1,Winter 2020,Mei Wang,6.738938190720120,N/A
STAT 24510,1,Winter 2021,Mei Wang,6.723742914149060,N/A
SALC 25318,1,Spring 2020,Abhishek Bhattacharyya,9.802,N/A
CHDV 24550,1,Winter 2021,Kristina Pagel,9.41,N/A
CHDV 23003,1,Winter 2020,Lisa Rosen,9.801,N/A
CHDV 24010,9,(2206) Summer 2020,Eugene Raikhel,10.0,N/A
HIST 10102,1,Spring 2015,Jennifer Cole,8.626666666666670,5.68
HIST 10102,1,Winter 2016,Jennifer Cole,9.04752085751682,6.34
HIST 10102,1,Spring 2017,Jennifer Cole,7.121477416406730,5.23
HIST 10102,1,Winter 2020,Katie Hickerson,6.428368805243650,N/A
CMLT 21206,1,Autumn 2020,Alia Breitwieser,9.868,N/A
ASTR 12600,1,Autumn 2020,Erik Shirokoff,5.216436817685070,N/A
ASTR 12600,1,Autumn 2017,Stephan S Meyer,9.277456535412630,4.67
ASTR 12600,1,Autumn 2019,Erik Shirokoff,8.264,N/A
PLSC 21499,1,Winter 2020,Reynolds Barton Schultz,9.203,N/A
PLSC 21499,1,Winter 2021,Reynolds Barton Schultz,8.46051940069151,N/A
MATH 15100,2,Autumn 2014,Weiyan Chen,6.399807723202580,5.75
MATH 15100,2,Autumn 2015,Carlos di Fiore,6.383866096769740,4.18
MATH 15100,2,Autumn 2016,Paul Apisa,6.081802587929570,6.86
MATH 15100,2,Autumn 2017,Francisc Bozgan,2.870087217905250,6.86
MATH 15100,2,Autumn 2014,Raluca Havarneanu,8.038865800829200,6.89
MATH 15100,2,Autumn 2017,Anthony Chaves Aguilar,8.406635339246510,5.80
MATH 15100,2,Autumn 2014,Jingren Chi,5.445223956527740,6.57
MATH 15100,2,Autumn 2015,Zhiyuan Ding,5.457346780307840,3.29
MATH 15100,3,Autumn 2014,Wei Chai,5.6054582568820300,4.89
MATH 15100,3,Autumn 2015,Jonathan Rubin,5.510462907376250,6.17
MATH 15100,3,Autumn 2015,Daniel Campos Salas,7.603371185537810,4.90
MATH 15100,3,Autumn 2016,Foling Zou,6.374802734490600,8.33
MATH 15100,3,Autumn 2014,Daniel Le,7.621012736717200,5.36
MATH 15100,3,Autumn 2015,Weiyan Chen,9.300000000000000,6.69
MATH 15100,3,Autumn 2016,Francisc Bozgan,4.239780567134820,7.67
MATH 15100,4,Autumn 2014,Subhadip Chowdhury,5.5643527498513200,9.57
MATH 15100,4,Autumn 2015,Lei Chen,5.984785696770870,5.20
MATH 15100,4,Autumn 2014,Teruhisa Koshikawa,4.1546491977192800,4.14
MATH 15100,4,Autumn 2015,Nir Gadish,5.073669380864200,5.67
MATH 15100,4,Autumn 2014,Georgios Sakellaris,5.239891784408730,7.29
MATH 15100,4,Autumn 2015,Gong Chen,5.310892556672610,4.55
MATH 15100,5,Autumn 2014,Jeffrey Manning,7.724871829560800,8.70
MATH 15100,5,Autumn 2015,Kevin Casto,4.967239973957230,6.50
ANTH 23335,1,Autumn 2019,Francois Richard,9.610000000000000,N/A
SPAN 21100,1,Spring 2015,Lidwina Van Den Hout,9.261728934846130,6.06
SPAN 21100,1,Spring 2016,Maria Lozada Cerna,8.512613028830150,6.83
SPAN 21100,1,Winter 2015,Lidwina Van Den Hout,7.601375802490730,5.75
SPAN 21100,1,Winter 2016,Lidwina Van Den Hout,7.856599625443600,5.45
SPAN 21100,1,Spring 2017,Maria Lozada Cerna,6.073044448816700,6.63
SPAN 21100,1,Winter 2017,Lidwina Van Den Hout,9.936666666666670,6.19
SPAN 21100,1,Winter 2020,Lidwina Van Den Hout,5.558260899664070,N/A
SPAN 21100,1,Spring 2020,Begona Arechabaleta Regulez,5.605639274497370,N/A
SPAN 21100,1,Winter 2021,Lidwina Van Den Hout,7.225950782997760,N/A
SPAN 21100,2,Winter 2020,Felipe Pieras-Guasp,9.669421186483910,N/A
SPAN 21100,2,Winter 2021,Felipe Pieras-Guasp,7.40057165759424,N/A
GNSE 25602,1,Winter 2021,Tasneem Mandviwala,9.938,N/A
GNSE 25602,1,Autumn 2019,Tasneem Mandviwala,6.831387573017340,N/A
GNSE 21350,1,Autumn 2020,Beatrice Bradley,9.928,N/A
FREN 12003,1,Spring 2020,Rebecca Anne Petrush,9.84,N/A
ENGL 10606,1,Winter 2021,Arianna Gass,9.67,N/A
RLST 28350,1,Spring 2020,Brook Ziporyn,9.934000000000000,N/A
STAT 26700,1,Spring 2015,Stephen M Stigler,9.490406216394350,3.32
STAT 26700,1,Spring 2016,Stephen M Stigler,9.601666666666670,2.92
STAT 26700,1,Spring 2020,Stephen M Stigler,8.840281888507300,N/A
LING 21310,1,Spring 2015,Yaroslav Gorbachov,9.63888888888889,6.33
LING 21310,1,Autumn 2016,Yaroslav Gorbachov,8.140596108852800,5.25
BIOS 14116,1,Autumn 2019,Stephanie Cacioppo,N/A,N/A
EALC 10600,1,Spring 2017,Judith Zeitlin,9.786666666666670,6.18
CHDV 23370,1,Spring 2020,Jean Decety,9.662000000000000,N/A
SOSC 22100,1,Winter 2017,Franklin Lewis,9.307777777777780,6.40
SOSC 22100,1,Winter 2020,Franklin Lewis,7.440139027005950,N/A
SOSC 22100,1,Winter 2021,Franklin Lewis,8.061862987878200,N/A
SOSC 22100,2,Winter 2021,Chad Mowbray,5.951576614344680,N/A
PHIL 29908,1,Autumn 2020,Jason Bridges,9.476,N/A
MATH 20300,3,Autumn 2020,Brian Lawrence,6.168415029399110,N/A
MATH 20300,3,Autumn 2015,Wenjia Jing,5.473908500553420,8.88
MATH 20300,3,Autumn 2019,Cornelia Mihaila,4.393435117872230,N/A
MATH 20300,3,Autumn 2015,Howard Masur,6.418091319264420,6.96
MATH 20300,3,Winter 2018,Da Rong Cheng,5.321873618756600,8.80
MATH 20300,3,Winter 2021,Cornelia Mihaila,5.082518211269110,N/A
MATH 20300,3,Autumn 2015,Bao Le Hung,3.475517030892050,9.29
MATH 20300,3,Winter 2017,Marco Mendez Guaraco,5.866914325217780,11.33
MATH 20300,4,Autumn 2020,Brian Lawrence,4.97304012914281,N/A
MATH 20300,4,Autumn 2015,Wenjia Jing,5.730645180862450,10.22
MATH 20300,4,Autumn 2019,Brian Lawrence,5.129178994436420,N/A
MATH 20300,4,Winter 2016,Gregory Chambers,5.660766068388320,6.13
MATH 20300,4,Spring 2016,Kathryn Lindsey,5.575056959628160,7.20
MATH 20300,4,Spring 2017,Daniil Rudenko,4.989176199774220,7.50
MATH 20300,4,Spring 2020,Jinping Zhuge,5.807312880818690,N/A
MATH 20300,4,Spring 2015,Brandon Levin,5.848063501344010,7.50
MATH 20300,5,Autumn 2020,Cornelia Mihaila,5.720893056367600,N/A
MATH 20300,5,Autumn 2019,Brian Lawrence,5.552056275671360,N/A
MATH 20300,5,Spring 2017,Robert A Fefferman,9.876666666666670,7.79
MATH 20300,5,Spring 2020,Jinping Zhuge,4.633580263801400,N/A
CMLT 26855,1,Winter 2020,Kris Trujillo,9.414,N/A
SOSC 24200,1,Spring 2020,Kaitlyn Sorenson,10.0,N/A
SPAN 12002,1,Winter 2020,Janet Sedlar,N/A,N/A
NEHC 20005,1,Spring 2016,Hripsime Haroutunian,9.403208148954310,5.25
NEHC 20005,1,Winter 2015,Hripsime Haroutunian,6.75,6.50
NEHC 20005,1,Spring 2017,Hripsime Haroutunian,5.904685894260510,3.50
NEHC 20005,1,Spring 2020,Theo Van Den Hout,9.8,N/A
CRES 25732,1,Autumn 2019,Yoonsun Choi,9.642000000000000,N/A
MATH 16110,2,Autumn 2019,Trevor Hyde,5.038231516302170,N/A
MATH 16110,2,Autumn 2020,Elliot Cartee,4.4877624593815000,N/A
MATH 16110,2,Autumn 2019,Sarah N Ziesler,5.499046442002260,N/A
MATH 16110,4,Autumn 2020,John Boller,9.58,N/A
MATH 16110,4,Autumn 2017,Howard Masur,5.185891233706960,8.25
MATH 16110,4,Autumn 2020,Sarah N Ziesler,7.478488590309980,N/A
MATH 16110,4,Autumn 2019,Sarah N Ziesler,6.958561977436200,N/A
MATH 16110,5,Autumn 2020,Zihui Zhao,5.282640841213630,N/A
MATH 16110,5,Autumn 2017,Daniil Rudenko,4.976968856110120,13.38
ARTV 24403,1,Spring 2020,Laura Letinsky,5.3550736272144100,N/A
ARTV 24403,1,Spring 2017,Elisabeth Hogeman,9.436666666666670,9.33
CHIN 20402,1,Winter 2020,Yi-Lu Kuo,N/A,N/A
CHIN 20402,1,Winter 2021,Xiaorong Wang,9.037395317967900,N/A
CHIN 20402,1,Winter 2015,Jun Yang,9.22,4.50
CHIN 20402,1,Winter 2017,Jun Yang,9.414444444444440,5.60
CHIN 20402,2,Winter 2020,Xiaorong Wang,N/A,N/A
CHIN 20402,2,Winter 2021,Yi-Lu Kuo,9.19630734885966,N/A
CHIN 20402,2,Winter 2016,Dongfeng Xu,9.875,5.50
JWSC 25500,1,Spring 2017,Ari Almog,10.0,5.33
CMLT 20109,1,Autumn 2020,Olga Solovieva,8.100000000000000,N/A
CMLT 20109,1,Winter 2017,Olga Solovieva,6.5869255124873000,5.33
HIPS 22401,1,Winter 2016,Jill Mateo,5.755517489763240,3.79
HIPS 22401,1,Winter 2020,Jill Mateo,5.745586662012330,N/A
HIPS 22401,1,Winter 2021,Kristina Pagel,9.262,N/A
CHIN 20501,1,Autumn 2020,Meng Li,9.31,N/A
CHIN 20501,1,Autumn 2014,"Chenxin Jiang,Youqin Wang",8.9,4.80
CHIN 20501,1,Autumn 2015,Youqin Wang,7.875,3.33
CHIN 20501,1,Autumn 2019,Meng Li,N/A,N/A
CHIN 20501,2,Autumn 2014,Chenxin Jiang,7.92,7.00
CHIN 20501,2,Autumn 2016,Yi-Lu Kuo,9.835,5.33
CHIN 20501,2,Autumn 2017,Yi-Lu Kuo,9.5,5.33
LLSO 25005,1,Spring 2020,Susan Lambert,9.934000000000000,N/A
HIST 11301,1,Autumn 2020,Steven Pincus,9.522,N/A
URDU 10100,1,Autumn 2020,Timsal Masud,9.1,N/A
URDU 10100,1,Autumn 2016,Elena Bashir,8.75,6.33
URDU 10100,1,Autumn 2017,Elena Bashir,10.0,5.25
URDU 10100,1,Autumn 2019,Timsal Masud,N/A,N/A
BIOS 29326,1,Spring 2020,"Samuel Armato III, Patrick La Riviere, Rodney Wiersma",N/A,N/A
TAPS 22310,1,Spring 2020,Pamela Pascoe,8.360000000000000,N/A
AKKD 10502,1,Winter 2019,Herve Reculeau,8.59,3.60
AKKD 10502,1,Winter 2020,Herve Reculeau,N/A,N/A
MUSI 10200,1,Autumn 2020,Jessica Baker,4.900226914262000,N/A
MUSI 10200,1,Autumn 2014,William Faber,7.5969171494053800,3.11
MUSI 10200,1,Autumn 2015,Kaley Mason,8.80995524515908,3.39
MUSI 10200,1,Autumn 2016,Travis Jackson,5.8002589645029100,4.88
MUSI 10200,1,Spring 2015,Kaley Mason,5.623572446898740,5.50
MUSI 10200,1,Spring 2016,Genevieve Dempsey,6.113650948333420,5.50
MUSI 10200,1,Spring 2017,Jessica Baker,8.202991355819030,4.09
MUSI 10200,1,Winter 2015,Melvin Butler,8.849021168317900,3.20
MUSI 10200,1,Winter 2016,Philip V Bohlman,6.011885297673830,2.67
MUSI 10200,1,Winter 2017,Daniel Gough,7.445354700160610,2.92
MUSI 10200,1,Winter 2020,David Shuve-Wilson,6.011241279122230,N/A
MUSI 10200,1,Winter 2021,Anjelica Fabro,5.637534369191350,N/A
MUSI 10200,1,Spring 2020,Hannah Rogers,5.585406059949830,N/A
MUSI 10200,1,Autumn 2019,Travis Jackson,4.555904571129520,N/A
MUSI 10200,2,Autumn 2020,"Travis Jackson, Siavash Sabetrohani",4.888039665782400,N/A
MUSI 10200,2,Autumn 2016,Ameera Nimjee,8.35693158645083,3.80
MUSI 10200,2,Autumn 2014,Laura Shearing,8.14983054517893,5.68
MUSI 10200,2,Autumn 2015,Melvin Butler,6.485500333856680,4.07
MUSI 10200,2,Spring 2015,Meredith McBride,7.890203201414830,4.75
MUSI 10200,2,Spring 2017,Michael Allemana,7.554858426722970,3.27
MUSI 10200,2,Winter 2015,Philip V Bohlman,5.722375254904080,3.33
MUSI 10200,2,Winter 2016,Travis Jackson,5.74797773085738,7.25
MUSI 10200,2,Winter 2017,Daniel Gough,8.775074260552580,4.58
MUSI 10200,2,Winter 2020,Jon Bullock,7.431850829227800,N/A
MUSI 10200,2,Spring 2020,Ailsa Lipscombe,4.945086532041220,N/A
MUSI 10200,2,Winter 2021,Jonah Francese,9.029274935484450,N/A
MUSI 10200,2,Autumn 2019,Lindsay Wright,8.808568386479710,N/A
MUSI 10200,3,Autumn 2020,Michael Allemana,5.6927191814195200,N/A
MUSI 10200,3,Autumn 2016,Laura Shearing,7.34459098045585,4.83
MUSI 10200,3,Autumn 2015,William Buckingham,6.480020933715920,4.25
MUSI 10200,3,Spring 2015,Andrea Jordan,9.46461750852688,4.46
MUSI 10200,3,Spring 2016,Daniel Gough,6.259726598451630,3.94
MUSI 10200,3,Spring 2017,Nadia Chana,7.901204049591250,4.38
MUSI 10200,3,Spring 2020,Evan Pensis,6.638145200584700,N/A
MUSI 10200,3,Autumn 2019,Lindsay Wright,7.4082523956472300,N/A
MUSI 10200,4,Autumn 2020,Michael Allemana,7.288383592297840,N/A
MUSI 10200,4,Spring 2015,Genevieve Dempsey,9.671111111111110,4.46
MUSI 10200,4,Spring 2016,Ameera Nimjee,7.488938516232650,3.22
LING 20150,1,Autumn 2014,Salikoko Mufwene,2.992495200605380,4.00
LING 20150,1,Autumn 2016,Salikoko Mufwene,8.22,4.58
PHYS 18500,1,Autumn 2020,David Kutasov,6.18789604989605,N/A
PHYS 18500,1,Winter 2020,David Kutasov,9.550000000000000,N/A
ARCH 20170,1,Autumn 2020,Evan Carver,9.514,N/A
HUMA 11000,1,Autumn 2020,Malynne Sternstein,8.546827293937110,N/A
HUMA 11000,1,Autumn 2014,Valerie Levan,6.737984196306030,6.75
HUMA 11000,1,Autumn 2015,Ellen Ambrosone,5.974757351042350,3.75
HUMA 11000,1,Autumn 2016,Katherine Pukinskis,5.69059416020695,6.92
HUMA 11000,1,Autumn 2019,Ahona Panda,5.2386901372637400,N/A
HUMA 11000,2,Autumn 2020,Olga Solovieva,3.09341192057707,N/A
HUMA 11000,2,Autumn 2014,Whitney Cox,6.127495864938000,8.80
HUMA 11000,2,Autumn 2015,Haun Saussy,5.273688564527540,6.17
HUMA 11000,2,Autumn 2016,Kimberly Kenny,8.1160269055362,5.23
HUMA 11000,2,Autumn 2019,Haun Saussy,6.479684342476820,N/A
HUMA 11000,3,Autumn 2020,Olga Solovieva,3.613523569481680,N/A
HUMA 11000,3,Autumn 2015,Ian Desai,6.2901818634222600,5.57
HUMA 11000,3,Autumn 2016,Brady Smith,5.366001076578330,7.19
HUMA 11000,3,Autumn 2019,Ahona Panda,5.212020948667740,N/A
HUMA 11000,4,Autumn 2020,Ami Huang,4.799872291639720,N/A
HUMA 11000,4,Autumn 2014,Na'ama Rokem,4.429120110354230,5.80
HUMA 11000,4,Autumn 2015,Na'ama Rokem,5.236056551093110,4.90
HUMA 11000,4,Autumn 2016,Victoria Saramago Padua,6.384245559981820,7.30
HUMA 11000,4,Autumn 2019,Miguel Martinez,7.648530702556580,N/A
HUMA 11000,5,Autumn 2020,Ami Huang,6.204599963420130,N/A
HUMA 11000,5,Autumn 2014,Kenneth W Warren,5.792574310918000,4.50
HUMA 11000,5,Autumn 2015,Emanuelle Burton,5.110666323668420,4.50
HUMA 11000,5,Autumn 2016,Katherine Pukinskis,6.254482833482780,7.50
HUMA 11000,5,Autumn 2019,Ali Kulez,7.212509040135260,N/A
HUMA 11000,6,Autumn 2020,Ahona Panda,6.151357559319620,N/A
HUMA 11000,6,Autumn 2014,Malynne Sternstein,8.367385748620940,4.94
HUMA 11000,6,Autumn 2016,Armando Maggi,4.394020975433490,7.42
HUMA 11000,6,Autumn 2019,Mark Payne,6.197532272814460,N/A
HUMA 11000,7,Autumn 2020,Michele Kenfack,5.0777388018753900,N/A
HUMA 11000,7,Autumn 2014,Judith Zeitlin,5.00373878006625,8.44
HUMA 11000,7,Autumn 2015,Emanuelle Burton,6.114397648975000,4.67
HUMA 11000,7,Autumn 2016,Kenneth W Warren,5.38439441230075,5.71
HUMA 11000,7,Autumn 2019,Sophie Salvo,4.202631493484770,N/A
HUMA 11000,8,Autumn 2020,Ahona Panda,7.100694571457890,N/A
HUMA 11000,8,Autumn 2016,Haun Saussy,5.002005379917650,6.27
HUMA 11000,8,Autumn 2019,Ali Kulez,7.46369090008788,N/A
HUMA 11000,9,Autumn 2020,Miguel Martinez,6.813476167321680,N/A
HUMA 11000,9,Autumn 2014,Kimberly Kenny,6.254012410390470,6.60
HUMA 11000,9,Autumn 2016,Whitney Cox,9.594444444444450,7.00
HUMA 11000,9,Autumn 2019,Kenneth W Warren,4.693516315960870,N/A
HUMA 11000,1,Autumn 2020,Ali Kulez,7.821935672958110,N/A
HUMA 11000,1,Autumn 2014,Miguel Martinez,7.3017438387947900,7.56
HUMA 11000,1,Autumn 2015,Katherine Alexander,6.948632244908680,8.00
HUMA 11000,1,Autumn 2016,Na'ama Rokem,6.508728874256940,6.57
HUMA 11000,1,Autumn 2019,Kimberly Kenny,7.501627906873000,N/A
HUMA 11000,1,Autumn 2020,Kimberly Kenny,6.6886657625787900,N/A
HUMA 11000,1,Autumn 2014,Ian Desai,7.106569616005530,6.22
HUMA 11000,1,Autumn 2015,Brady Smith,8.66888888888889,5.67
HUMA 11000,1,Autumn 2016,Alexis Becker,6.019425428363680,5.27
HUMA 11000,1,Autumn 2019,Gary Tubb,5.370503776202560,N/A
HUMA 11000,1,Autumn 2020,Herve Reculeau,6.270948614202810,N/A
HUMA 11000,1,Autumn 2015,Victoria Saramago Padua,5.151985092463310,9.00
HUMA 11000,1,Autumn 2016,Alexis Becker,7.080448316557650,6.56
HUMA 11000,1,Autumn 2019,Whitney Cox,6.84903393006107,N/A
HUMA 11000,1,Autumn 2020,Geoffrey Rees,6.63257635602029,N/A
HUMA 11000,1,Autumn 2015,Kimberly Kenny,7.501238367427460,6.67
HUMA 11000,1,Autumn 2019,Geoffrey Rees,4.711679819063470,N/A
HUMA 11000,1,Autumn 2020,Gary Tubb,6.398547083201360,N/A
HUMA 11000,1,Autumn 2015,Alexis Becker,4.376159272129960,6.67
HUMA 11000,1,Autumn 2016,Lucy Alford,5.493132059778840,6.33
HUMA 11000,1,Autumn 2019,Geoffrey Rees,4.741162557379100,N/A
HUMA 11000,1,Autumn 2020,Ali Kulez,6.3391272310375700,N/A
HUMA 11000,1,Autumn 2015,Alexis Becker,4.772658628016910,5.75
HUMA 11000,1,Autumn 2019,Jessica Kirzane,6.216963950982970,N/A
HUMA 11000,1,Autumn 2020,Jessica Kirzane,7.158933473704870,N/A
HUMA 11000,1,Autumn 2015,Anne Rebull,4.557928444220410,5.07
HUMA 11000,1,Autumn 2019,Geoffrey Rees,5.4957418754767700,N/A
HUMA 11000,1,Autumn 2020,Geoffrey Rees,5.593908648462980,N/A
HUMA 11000,1,Autumn 2015,Emanuelle Burton,5.068360086701230,6.83
HUMA 11000,1,Autumn 2019,Herve Reculeau,4.538203361779390,N/A
HUMA 11000,1,Autumn 2020,Geoffrey Rees,4.345969826067170,N/A
GNSE 20108,1,Winter 2021,Tyler Zimmer,9.240000000000000,N/A
GEOS 13200,0,Winter 2015,Michael Foote,7.616216225453920,4.60
GEOS 13200,0,Winter 2016,Michael Foote,7.100038979489330,3.92
GEOS 13200,1,Winter 2017,Michael Foote,6.821650973818510,4.07
GEOS 13200,1,Winter 2018,Michael Foote,9.378333333333330,3.88
GEOS 13200,1,Winter 2020,Michael Foote,8.570094879316650,N/A
GEOS 13200,1,Winter 2021,Michael Foote,8.348634864872100,N/A
SALC 26111,1,Autumn 2020,Nisha Kommattam,10.0,N/A
CMSC 23300,1,Autumn 2017,Ben Zhao,5.6215316216562,10.69
CMSC 23300,1,Winter 2015,Borja Sotomayor Basilio,9.768333333333330,17.53
CMSC 23300,1,Winter 2016,Borja Sotomayor Basilio,8.069127039217770,16.62
CMSC 23300,1,Winter 2017,Borja Sotomayor Basilio,8.927240138393230,17.61
CMSC 23300,1,Winter 2018,Borja Sotomayor Basilio,7.076546402837550,15.00
DIGS 20003,1,Autumn 2020,Miller Prosser,9.316,N/A
DIGS 20003,2,Autumn 2020,Miller Prosser,6.863529105578210,N/A
CMSC 23900,1,Spring 2016,Gordon Kindlmann,6.632303469885280,5.74
CMSC 23900,1,Spring 2017,Gordon Kindlmann,7.7,4.45
CMSC 23900,1,Spring 2020,"Gordon Kindlmann, Andrew McNutt",7.166983986141770,N/A
BIOS 24217,1,Winter 2020,Keith Ruskin,N/A,N/A
PSYC 23165,1,Spring 2015,Jean Decety,9.314444444444450,5.19
PSYC 23165,1,Spring 2017,Jean Decety,6.537164666864900,3.73
PSYC 23165,1,Winter 2021,Jean Decety,6.324827333928030,N/A
PSYC 23165,1,Autumn 2019,Jean Decety,5.395511291802770,N/A
CLCV 29500,1,Autumn 2020,David Wray,7.1500000000000000,N/A
SOSC 26007,1,Winter 2020,Yanyan Sheng,6.74262870968458,N/A
SOSC 26007,1,Winter 2021,Yanyan Sheng,9.200000000000000,N/A
HIST 16103,1,Spring 2016,Brodwyn Fischer,9.285607202004040,4.37
HIST 16103,1,Spring 2015,Dain Borges,7.197534234014330,6.00
HIST 16103,1,Spring 2017,Brodwyn Fischer,8.691891021129110,7.54
HIST 16103,1,Spring 2020,Brodwyn Fischer,9.452,N/A
ARCH 20104,1,Spring 2020,Marco Garrido,9.668,N/A
MATH 20100,1,Autumn 2020,Selma Yildirim,7.797342634504100,N/A
MATH 20100,1,Winter 2015,Wilhelm Schlag,7.2799088026891300,11.33
MATH 20100,1,Winter 2018,Tsao-Hsien Chen,7.376267690368420,5.71
MATH 20100,1,Winter 2021,Daniel Hess,8.69832315361256,N/A
MATH 20100,1,Winter 2017,Jinxin Xue,5.401287266754520,5.33
MATH 20100,4,Winter 2016,David Cohen,6.973314329914630,6.00
MATH 20100,4,Winter 2018,Tsao-Hsien Chen,9.028333333333330,5.42
MATH 20100,4,Winter 2021,Daniel Hess,7.93966475677534,N/A
MATH 20100,4,Winter 2021,Selma Yildirim,5.8911138486220100,N/A
MATH 20100,4,Spring 2020,Wenyu Pan,9.146000458373920,N/A
MATH 20100,5,Winter 2021,Selma Yildirim,7.51213974674841,N/A
MATH 20100,5,Spring 2020,Wenyu Pan,8.070574342519910,N/A
MATH 20100,5,Spring 2017,Tsao-Hsien Chen,8.831073358925880,5.06
CMSC 11000,1,Spring 2015,William Sterner,9.546666666666670,8.80
CMSC 11000,1,Spring 2016,William Sterner,5.574465493511940,7.67
CMSC 11000,1,Spring 2017,William Sterner,5.3570879831376300,5.40
ARTV 20017,1,Spring 2020,Diana Schwartz Francisco,9.75,N/A
CMLT 24401,1,Winter 2017,Thomas Pavel,9.757777777777780,6.00
LACS 22024,1,Winter 2020,Medardo Rosario,9.602,N/A
LLSO 27606,1,Winter 2021,Matthew Kruer,9.768,N/A
MATH 27500,3,Spring 2015,Luis Silvestre,4.559393075033670,9.80
MATH 27500,3,Spring 2017,Luis Silvestre,9.366666666666670,13.80
MATH 27500,4,Spring 2020,Luis Silvestre,5.540322685633830,N/A
CRES 19880,1,Winter 2020,Carmen Merport,9.769,N/A
ARTH 25885,1,Spring 2016,"Heidi Coleman,Evan Linder",9.083038455652860,3.67
ARTH 25885,1,Winter 2020,Heidi Coleman,9.849000000000000,N/A
ENST 26100,1,Autumn 2019,Michael P Conzen,7.800000000000000,N/A
CMSC 27100,1,Autumn 2020,William Fefferman,4.741666938601040,N/A
CMSC 27100,1,Autumn 2014,Janos Simon,4.691048337421040,8.14
CMSC 27100,1,Autumn 2015,Janos Simon,5.240025234293620,10.75
CMSC 27100,1,Autumn 2017,Janos Simon,6.712209536295420,7.92
CMSC 27100,1,Winter 2016,Alexander Razborov,5.481050400820840,6.50
CMSC 27100,1,Winter 2017,Stuart A Kurtz,9.670000000000000,5.22
CMSC 27100,1,Winter 2018,Stuart A Kurtz,7.92832953667769,5.20
CMSC 27100,1,Winter 2020,Janos Simon,4.9086938601041000,N/A
CMSC 27100,1,Winter 2021,Aaron Potechin,5.133374229483070,N/A
CMSC 27100,1,Autumn 2019,William Fefferman,6.62716377052214,N/A
CMSC 27100,1,Autumn 2016,Janos Simon,5.576530942743480,6.33
CMSC 27100,2,Autumn 2020,William Fefferman,5.0952122313127700,N/A
CMSC 27100,2,Autumn 2014,Janos Simon,5.9206964604222500,8.37
CMSC 27100,2,Autumn 2015,Janos Simon,4.57267341029163,6.59
CMSC 27100,2,Winter 2021,Aaron Potechin,4.574955844981770,N/A
CMSC 27100,2,Autumn 2019,Aaron Potechin,6.9311922871418500,N/A
CMSC 27100,3,Autumn 2020,Robert Rand,5.19657298049631,N/A
